symbol,listing_date,lagna,lagna_lord,moon_sign,mahadasha,antardasha,maha_end_date,yogas,astro_score,astro_action
KRONOX,2024-06-10,Cancer,Moon,Cancer,Saturn,Saturn,2033-02-17,Dhana Yoga|Raja Yoga|Kemdrum,28.0,HOLD
KROSS,2024-09-16,Libra,Venus,Aquarius,Mars,Jupiter,2026-11-01,Gaja Kesari|Dhana Yoga|Raja Yoga|Viparita Raja|Kemdrum,74.0,BUY
KRSNAA,2021-08-16,Virgo,Mercury,Scorpio,Saturn,Mercury,2035-12-12,Gaja Kesari|Kemdrum,3.0,CAUTION
KRYSTAL,2024-03-21,Taurus,Venus,Cancer,Mercury,Mercury,2033-12-29,Gaja Kesari|Raja Yoga|Raja Yoga|Raja Yoga|Raja Yoga,100.0,BUY
KSB,1995-02-08,Pisces,Jupiter,Taurus,Rahu,Ketu,2033-08-19,Gaja Kesari|Kemdrum,-3.0,CAUTION
KSCL,2007-10-04,Scorpio,Mars,Gemini,Saturn,Sun,2035-05-08,Raja Yoga|Viparita Raja|Kemdrum,30.0,HOLD
KSHINTL,2025-12-23,Capricorn,Saturn,Capricorn,Moon,Moon,2034-03-30,Raja Yoga|Viparita Raja,40.0,BUY
KSL,2010-05-19,Gemini,Mercury,Cancer,Mercury,Moon,2036-05-21,Dhana Yoga|Neecha Bhanga,43.0,BUY
KSOLVES,2022-09-23,Libra,Venus,Leo,Ketu,Rahu,2027-08-02,Raja Yoga|Viparita Raja,51.0,BUY
KSR,2025-11-27,Sagittarius,Jupiter,Capricorn,Mars,Rahu,2030-07-23,Gaja Kesari|Viparita Raja|Kemdrum,8.0,CAUTION
KTKBANK,2000-05-10,Gemini,Mercury,Cancer,Venus,Sun,2043-03-03,Gaja Kesari|Raja Yoga|Raja Yoga|Raja Yoga|Raja Yoga,100.0,BUY
KUANTUM,2019-10-23,Scorpio,Mars,Cancer,Ketu,Mars,2030-10-08,Viparita Raja|Kemdrum,17.0,HOLD
KWIL,2026-02-16,Pisces,Jupiter,Capricorn,Moon,Moon,2030-06-23,Dhana Yoga|Viparita Raja,52.0,BUY
LAGNAM,2021-09-30,Scorpio,Mars,Gemini,Jupiter,Mercury,2031-04-26,Raja Yoga|Raja Yoga|Viparita Raja|Kemdrum,30.0,HOLD
LAHOTIOV,2026-04-20,Gemini,Mercury,Taurus,Moon,Moon,2033-10-12,Raja Yoga|Neecha Bhanga|Kala Sarpa|Parivartana,10.0,CAUTION
LAL,2023-04-10,Taurus,Venus,Scorpio,Mercury,Mercury,2043-03-25,Kemdrum|Parivartana,-10.0,EXIT
LALPATHLAB,2015-12-23,Capricorn,Saturn,Taurus,Moon,Venus,2027-04-13,Gaja Kesari|Dhana Yoga|Viparita Raja|Kemdrum|Parivartana,50.0,BUY
LAMBODHARA,2015-02-04,Pisces,Jupiter,Cancer,Ketu,Rahu,2030-07-08,Gaja Kesari|Raja Yoga|Kemdrum|Parivartana,29.0,HOLD
LANCORHOL,2024-03-12,Aries,Mars,Pisces,Mercury,Mercury,2032-06-21,Dhana Yoga|Raja Yoga|Raja Yoga|Neecha Bhanga,66.0,BUY
LANDMARK,2022-12-23,Capricorn,Saturn,Sagittarius,Ketu,Rahu,2028-01-06,Gaja Kesari|Dhana Yoga|Raja Yoga|Raja Yoga|Raja Yoga,100.0,BUY
LANDSMILL,2009-08-03,Virgo,Mercury,Sagittarius,Sun,Mars,2031-07-16,Raja Yoga,38.0,HOLD
LAOPALA,2007-03-16,Aries,Mars,Capricorn,Rahu,Ketu,2033-12-17,Raja Yoga|Parivartana,33.0,HOLD
LASA,2017-09-21,Libra,Venus,Virgo,Mars,Saturn,2030-03-24,Raja Yoga|Raja Yoga|Raja Yoga|Kala Sarpa|Parivartana,71.0,BUY
LATENTVIEW,2021-11-23,Sagittarius,Jupiter,Gemini,Jupiter,Saturn,2040-05-22,Dhana Yoga|Raja Yoga|Kemdrum,23.0,HOLD
LAURUSLABS,2016-12-19,Capricorn,Saturn,Leo,Venus,Rahu,2037-10-29,Dhana Yoga|Viparita Raja|Parivartana|Parivartana,47.0,BUY
LAXMICOT,2021-11-12,Sagittarius,Jupiter,Aquarius,Rahu,Jupiter,2041-04-13,Dhana Yoga|Raja Yoga|Raja Yoga|Neecha Bhanga,54.0,BUY
LAXMIDENTL,2025-01-20,Aquarius,Saturn,Virgo,Moon,Rahu,2028-12-06,Raja Yoga|Raja Yoga|Kemdrum|Neecha Bhanga,9.0,CAUTION
LCCINFOTEC,2000-03-02,Aries,Mars,Capricorn,Rahu,Saturn,2038-11-16,Gaja Kesari|Raja Yoga|Parivartana,25.0,HOLD
LEMERITE,2025-12-12,Capricorn,Saturn,Leo,Sun,Moon,2030-07-12,Raja Yoga|Kemdrum,28.0,HOLD
LEMONTREE,2018-04-09,Taurus,Venus,Capricorn,Moon,Mercury,2030-08-21,Gaja Kesari|Raja Yoga|Raja Yoga|Viparita Raja,62.0,BUY
LENSKART,2025-11-10,Sagittarius,Jupiter,Gemini,Jupiter,Jupiter,2031-12-30,Raja Yoga,21.0,HOLD
LEXUS,2023-03-13,Aries,Mars,Scorpio,Saturn,Mercury,2040-11-23,Dhana Yoga|Raja Yoga|Kemdrum,55.0,BUY
LFIC,2015-04-15,Taurus,Venus,Aquarius,Rahu,Ketu,2027-06-17,Raja Yoga|Raja Yoga|Kemdrum,43.0,BUY
LGBBROSLTD,2010-03-30,Taurus,Venus,Virgo,Rahu,Jupiter,2040-04-29,Raja Yoga|Kemdrum|Neecha Bhanga,-9.0,EXIT
LGEINDIA,2025-10-14,Scorpio,Mars,Cancer,Jupiter,Jupiter,2027-01-26,Viparita Raja|Parivartana,7.0,CAUTION
LGHL,2023-11-10,Sagittarius,Jupiter,Virgo,Moon,Rahu,2029-04-13,Neecha Bhanga,5.0,CAUTION
LIBAS,2019-07-23,Leo,Sun,Pisces,Mercury,Venus,2038-11-09,Raja Yoga|Raja Yoga|Kemdrum|Neecha Bhanga,14.0,CAUTION
LIBERTSHOE,1995-09-27,Libra,Venus,Libra,Saturn,Mercury,2042-03-03,Raja Yoga|Viparita Raja,46.0,BUY
LICHSGFIN,1998-07-29,Virgo,Mercury,Virgo,Rahu,Moon,2028-07-02,Gaja Kesari|Neecha Bhanga,20.0,HOLD
LICI,2022-05-17,Gemini,Mercury,Scorpio,Mercury,Venus,2040-01-22,Raja Yoga|Kemdrum|Neecha Bhanga,24.0,HOLD
LIKHITHA,2020-10-15,Scorpio,Mars,Virgo,Moon,Jupiter,2033-01-17,Gaja Kesari|Raja Yoga,64.0,BUY
LINC,2015-03-09,Aries,Mars,Libra,Rahu,Mercury,2035-11-09,Gaja Kesari|Raja Yoga,18.0,HOLD
LINCOLN,2015-12-17,Capricorn,Saturn,Aquarius,Rahu,Ketu,2026-08-09,Gaja Kesari|Dhana Yoga|Viparita Raja|Kemdrum|Parivartana,50.0,BUY
LINDEINDIA,1999-06-16,Cancer,Moon,Cancer,Mercury,Mars,2034-07-09,Gaja Kesari|Raja Yoga|Raja Yoga|Neecha Bhanga,34.0,HOLD
LLOYDSENGG,2016-07-18,Leo,Sun,Sagittarius,Venus,Rahu,2037-12-15,Raja Yoga|Raja Yoga,21.0,HOLD
LLOYDSENT,2024-10-17,Scorpio,Mars,Pisces,Mercury,Mercury,2029-12-01,Viparita Raja|Neecha Bhanga,15.0,HOLD
LLOYDSME,2023-07-17,Leo,Sun,Gemini,Jupiter,Saturn,2035-02-03,Raja Yoga|Parivartana,30.0,HOLD
LMW,1995-03-29,Taurus,Venus,Aquarius,Saturn,Jupiter,2028-03-10,Gaja Kesari|Raja Yoga|Raja Yoga|Raja Yoga|Raja Yoga,100.0,BUY
LODHA,2021-04-19,Gemini,Mercury,Gemini,Jupiter,Mercury,2034-04-01,Dhana Yoga|Raja Yoga|Kemdrum|Parivartana,35.0,HOLD
LORDSCHLO,2023-08-28,Libra,Venus,Sagittarius,Sun,Saturn,2028-05-04,Kemdrum,17.0,HOLD
LOTUSDEV,2025-08-06,Virgo,Mercury,Sagittarius,Venus,Venus,2046-06-04,Gaja Kesari|Raja Yoga|Kemdrum,28.0,HOLD
LOTUSEYE,2008-07-11,Leo,Sun,Libra,Rahu,Mars,2026-08-15,Dhana Yoga|Raja Yoga|Kemdrum|Parivartana,34.0,HOLD
LOVABLE,2011-03-24,Taurus,Venus,Scorpio,Mercury,Sun,2037-01-07,Dhana Yoga|Raja Yoga|Raja Yoga|Kemdrum|Neecha Bhanga,65.0,BUY
LOYALTEX,2022-08-11,Virgo,Mercury,Capricorn,Moon,Jupiter,2031-02-19,Dhana Yoga|Kemdrum,33.0,HOLD
LPDC,2008-08-12,Virgo,Mercury,Sagittarius,Venus,Jupiter,2034-05-03,Gaja Kesari|Raja Yoga|Raja Yoga|Kemdrum,26.0,HOLD
LT,2004-06-23,Leo,Sun,Leo,Venus,Ketu,2027-08-25,Gaja Kesari|Dhana Yoga|Raja Yoga|Neecha Bhanga|Kala Sarpa,71.0,BUY
LTF,2011-08-12,Virgo,Mercury,Capricorn,Mars,Saturn,2030-04-03,Gaja Kesari|Dhana Yoga|Kemdrum|Neecha Bhanga|Neecha Bhanga,42.0,BUY
LTFOODS,2006-12-18,Capricorn,Saturn,Scorpio,Mercury,Mercury,2042-08-07,Gaja Kesari|Raja Yoga|Raja Yoga|Neecha Bhanga,99.0,BUY
LTM,2016-07-21,Leo,Sun,Capricorn,Rahu,Rahu,2044-01-17,Raja Yoga|Raja Yoga|Kemdrum,21.0,HOLD
LTTS,2016-09-23,Libra,Venus,Gemini,Rahu,Mercury,2036-05-10,Gaja Kesari|Kemdrum|Parivartana,35.0,HOLD
LUMAXIND,1995-09-06,Libra,Venus,Capricorn,Rahu,Venus,2030-07-04,Dhana Yoga,53.0,BUY
LUMAXTECH,2007-01-16,Aquarius,Saturn,Scorpio,Venus,Moon,2041-04-16,Gaja Kesari|Raja Yoga|Raja Yoga|Raja Yoga|Viparita Raja,81.0,BUY
LUPIN,2001-09-10,Libra,Venus,Taurus,Rahu,Venus,2031-12-23,Raja Yoga|Parivartana,45.0,BUY
LUXIND,2015-11-30,Sagittarius,Jupiter,Cancer,Saturn,Sun,2028-05-12,Raja Yoga|Parivartana,25.0,HOLD
LXCHEM,2021-03-25,Taurus,Venus,Cancer,Mercury,Venus,2030-07-12,Gaja Kesari|Raja Yoga|Kemdrum|Neecha Bhanga,9.0,CAUTION
LYPSAGEMS,2013-11-05,Sagittarius,Jupiter,Scorpio,Mercury,Venus,2039-01-06,Dhana Yoga|Raja Yoga|Neecha Bhanga,54.0,BUY
M&M,1996-01-03,Aquarius,Saturn,Taurus,Jupiter,Saturn,2040-02-23,Dhana Yoga|Raja Yoga|Raja Yoga|Raja Yoga|Kemdrum,91.0,BUY
M&MFIN,2006-03-17,Taurus,Venus,Virgo,Rahu,Sun,2029-06-11,,15.0,HOLD
MAANALU,2007-10-22,Scorpio,Mars,Aquarius,Jupiter,Saturn,2038-05-29,Gaja Kesari|Viparita Raja|Kemdrum|Neecha Bhanga|Parivartana,35.0,HOLD
MACPOWER,2020-08-19,Virgo,Mercury,Leo,Venus,Venus,2045-10-11,Viparita Raja|Kemdrum,18.0,HOLD
MADHAV,2007-12-20,Capricorn,Saturn,Aries,Venus,Mercury,2029-08-11,Viparita Raja|Kemdrum,8.0,CAUTION
MADHAVIPL,2026-04-20,Gemini,Mercury,Taurus,Moon,Moon,2033-10-12,Raja Yoga|Neecha Bhanga|Kala Sarpa|Parivartana,10.0,CAUTION
MADRASFERT,1997-07-25,Leo,Sun,Pisces,Venus,Mars,2040-02-08,Dhana Yoga|Viparita Raja|Kemdrum|Neecha Bhanga|Parivartana,8.0,CAUTION
MAFATIND,2026-04-20,Gemini,Mercury,Taurus,Moon,Moon,2033-10-12,Raja Yoga|Neecha Bhanga|Kala Sarpa|Parivartana,10.0,CAUTION
MAGADSUGAR,2017-07-28,Virgo,Mercury,Virgo,Mars,Rahu,2032-05-29,Gaja Kesari|Neecha Bhanga,36.0,HOLD
MAGNUM,2007-09-20,Libra,Venus,Sagittarius,Venus,Mercury,2030-04-18,,10.0,CAUTION
MAHABANK,2004-04-12,Taurus,Venus,Sagittarius,Rahu,Rahu,2044-03-10,Raja Yoga|Kemdrum|Parivartana,3.0,CAUTION
MAHAPEXLTD,1998-01-21,Aquarius,Saturn,Libra,Saturn,Saturn,2045-01-11,Dhana Yoga|Raja Yoga|Kemdrum|Parivartana,26.0,HOLD
MAHASTEEL,2016-07-01,Leo,Sun,Taurus,Moon,Mercury,2030-04-25,Gaja Kesari|Dhana Yoga|Raja Yoga,73.0,BUY
MAHEPC,2020-02-14,Pisces,Jupiter,Libra,Rahu,Saturn,2036-01-26,Raja Yoga|Kemdrum,8.0,CAUTION
MAHLIFE,2000-05-10,Gemini,Mercury,Cancer,Venus,Sun,2043-03-03,Gaja Kesari|Raja Yoga|Raja Yoga|Raja Yoga|Raja Yoga,100.0,BUY
MAHLOG,2017-11-10,Sagittarius,Jupiter,Cancer,Mercury,Sun,2036-11-09,Gaja Kesari|Dhana Yoga|Raja Yoga|Kemdrum|Parivartana,47.0,BUY
MAHSCOOTER,1995-02-08,Pisces,Jupiter,Taurus,Rahu,Ketu,2033-08-19,Gaja Kesari|Kemdrum,-3.0,CAUTION
MAHSEAMLES,2004-08-25,Virgo,Mercury,Sagittarius,Venus,Saturn,2030-10-02,Raja Yoga|Viparita Raja|Kemdrum,25.0,HOLD
MAITHANALL,2011-07-05,Leo,Sun,Leo,Venus,Jupiter,2034-05-14,Raja Yoga|Neecha Bhanga,37.0,HOLD
MAJESAUT,2026-04-20,Gemini,Mercury,Taurus,Moon,Moon,2033-10-12,Raja Yoga|Neecha Bhanga|Kala Sarpa|Parivartana,10.0,CAUTION
MALLCOM,2022-02-02,Pisces,Jupiter,Aquarius,Rahu,Rahu,2042-07-25,Gaja Kesari|Raja Yoga,43.0,BUY
MALUPAPER,2006-04-05,Taurus,Venus,Gemini,Saturn,Saturn,2044-04-22,Raja Yoga,13.0,CAUTION
MAMATA,2024-12-27,Capricorn,Saturn,Libra,Jupiter,Jupiter,2031-05-25,Neecha Bhanga,5.0,CAUTION
MANAKALUCO,2015-03-30,Taurus,Venus,Cancer,Mercury,Rahu,2031-06-11,Gaja Kesari|Raja Yoga|Raja Yoga|Viparita Raja|Kemdrum,78.0,BUY
MANAKCOAT,2015-03-30,Taurus,Venus,Cancer,Mercury,Rahu,2031-06-11,Gaja Kesari|Raja Yoga|Raja Yoga|Viparita Raja|Kemdrum,78.0,BUY
MANAKSIA,2008-01-08,Aquarius,Saturn,Sagittarius,Moon,Rahu,2034-03-21,Gaja Kesari|Dhana Yoga,65.0,BUY
MANALIPETC,2006-12-06,Capricorn,Saturn,Gemini,Jupiter,Jupiter,2041-09-17,Raja Yoga|Raja Yoga|Raja Yoga|Kemdrum,79.0,BUY
MANAPPURAM,2014-12-01,Sagittarius,Jupiter,Pisces,Saturn,Moon,2027-07-02,Raja Yoga|Kemdrum|Parivartana|Parivartana,11.0,CAUTION
MANBA,2024-09-30,Scorpio,Mars,Leo,Venus,Venus,2042-01-01,Gaja Kesari|Viparita Raja,27.0,HOLD
MANCREDIT,2024-08-16,Virgo,Mercury,Sagittarius,Venus,Venus,2045-06-09,Raja Yoga|Kemdrum,-1.0,CAUTION
MANGALAM,2005-05-23,Cancer,Moon,Libra,Saturn,Jupiter,2029-01-06,Dhana Yoga,30.0,HOLD
MANGLMCEM,1996-01-03,Aquarius,Saturn,Taurus,Jupiter,Saturn,2040-02-23,Dhana Yoga|Raja Yoga|Raja Yoga|Raja Yoga|Kemdrum,91.0,BUY
MANINDS,2005-06-24,Leo,Sun,Capricorn,Rahu,Jupiter,2041-09-17,Dhana Yoga|Viparita Raja|Kemdrum|Parivartana,27.0,HOLD
MANINFRA,2010-03-11,Aries,Mars,Capricorn,Mars,Mercury,2029-04-05,Neecha Bhanga|Parivartana,6.0,CAUTION
MANKIND,2023-05-09,Gemini,Mercury,Sagittarius,Venus,Venus,2045-10-05,Raja Yoga|Kemdrum|Parivartana,10.0,CAUTION
MANOMAY,2023-01-18,Aquarius,Saturn,Scorpio,Saturn,Mercury,2029-04-26,Dhana Yoga|Raja Yoga|Neecha Bhanga,71.0,BUY
MANORAMA,2022-07-01,Leo,Sun,Cancer,Saturn,Mercury,2035-03-22,Viparita Raja,33.0,HOLD
MANYAVAR,2022-02-16,Pisces,Jupiter,Cancer,Ketu,Venus,2032-08-26,Kemdrum,13.0,CAUTION
MAPMYINDIA,2021-12-21,Capricorn,Saturn,Gemini,Jupiter,Saturn,2029-06-12,Dhana Yoga|Raja Yoga|Raja Yoga|Viparita Raja|Kemdrum,78.0,BUY
MARATHON,2016-09-29,Scorpio,Mars,Leo,Sun,Jupiter,2029-11-13,Raja Yoga|Kala Sarpa|Parivartana,48.0,BUY
MARICO,1996-05-01,Gemini,Mercury,Virgo,Jupiter,Jupiter,2041-03-19,Gaja Kesari|Raja Yoga|Kemdrum,36.0,HOLD
MARINE,2020-12-02,Sagittarius,Jupiter,Gemini,Rahu,Saturn,2039-02-02,Dhana Yoga|Raja Yoga|Kemdrum,18.0,HOLD
MARKOLINES,2025-10-14,Scorpio,Mars,Cancer,Jupiter,Jupiter,2027-01-26,Viparita Raja|Parivartana,7.0,CAUTION
MARKSANS,2002-01-21,Aquarius,Saturn,Aries,Venus,Mercury,2028-07-25,Dhana Yoga|Raja Yoga|Raja Yoga|Raja Yoga|Parivartana,64.0,BUY
MARSONS,2026-03-13,Aries,Mars,Sagittarius,Venus,Venus,2039-03-13,Gaja Kesari|Raja Yoga|Kemdrum,8.0,CAUTION
MARUTI,2003-07-09,Leo,Sun,Libra,Saturn,Venus,2038-03-15,Gaja Kesari|Dhana Yoga|Raja Yoga|Raja Yoga|Kemdrum,89.0,BUY
MASFIN,2017-10-18,Scorpio,Mars,Virgo,Mars,Mars,2033-06-07,Raja Yoga|Raja Yoga|Raja Yoga|Raja Yoga|Neecha Bhanga,100.0,BUY
MASTEK,1995-05-10,Gemini,Mercury,Leo,Rahu,Rahu,2042-06-20,Gaja Kesari|Neecha Bhanga,20.0,HOLD
MASTERTR,2024-11-12,Sagittarius,Jupiter,Pisces,Saturn,Saturn,2042-01-09,Neecha Bhanga|Neecha Bhanga|Parivartana,13.0,CAUTION
MATRIMONY,2017-09-21,Libra,Venus,Virgo,Mars,Saturn,2030-03-24,Raja Yoga|Raja Yoga|Raja Yoga|Kala Sarpa|Parivartana,71.0,BUY
MAXESTATES,2023-10-30,Scorpio,Mars,Aries,Sun,Jupiter,2028-06-13,Gaja Kesari|Raja Yoga|Viparita Raja|Kemdrum|Neecha Bhanga,40.0,BUY
MAXHEALTH,2020-08-21,Virgo,Mercury,Virgo,Moon,Rahu,2033-10-28,Gaja Kesari|Viparita Raja,43.0,BUY
MAXIND,2020-08-28,Libra,Venus,Sagittarius,Venus,Moon,2041-06-01,Gaja Kesari,45.0,BUY
MAYURUNIQ,2012-09-25,Libra,Venus,Capricorn,Mars,Saturn,2030-04-16,Raja Yoga|Viparita Raja|Kemdrum|Neecha Bhanga|Neecha Bhanga,44.0,BUY
MAZDOCK,2020-10-12,Scorpio,Mars,Cancer,Mercury,Venus,2031-06-24,,1.0,CAUTION
MBAPL,2019-08-22,Virgo,Mercury,Aries,Venus,Mars,2032-07-19,Viparita Raja|Kemdrum,-13.0,EXIT
MBEL,2025-08-06,Virgo,Mercury,Sagittarius,Venus,Venus,2046-06-04,Gaja Kesari|Raja Yoga|Kemdrum,28.0,HOLD
MCCHRLS-B,2026-04-20,Gemini,Mercury,Taurus,Moon,Moon,2033-10-12,Raja Yoga|Neecha Bhanga|Kala Sarpa|Parivartana,10.0,CAUTION
MCL,2020-08-19,Virgo,Mercury,Leo,Venus,Venus,2045-10-11,Viparita Raja|Kemdrum,18.0,HOLD
MCLOUD,2025-02-07,Pisces,Jupiter,Taurus,Moon,Rahu,2028-10-29,Gaja Kesari|Raja Yoga|Parivartana,51.0,BUY
MCX,2012-03-09,Aries,Mars,Virgo,Mars,Saturn,2031-02-04,Raja Yoga|Neecha Bhanga|Neecha Bhanga,63.0,BUY
MEDANTA,2022-11-16,Sagittarius,Jupiter,Cancer,Mercury,Venus,2028-08-06,Viparita Raja|Kemdrum|Parivartana,2.0,CAUTION
MEDIASSIST,2024-01-23,Aquarius,Saturn,Gemini,Rahu,Rahu,2038-06-28,Raja Yoga|Raja Yoga|Raja Yoga|Kemdrum|Parivartana,66.0,BUY
MEDICAMEQ,2021-10-27,Scorpio,Mars,Gemini,Jupiter,Mercury,2036-02-08,Raja Yoga|Raja Yoga|Kemdrum|Neecha Bhanga|Parivartana,36.0,HOLD
MEDICO,2022-05-26,Cancer,Moon,Pisces,Mercury,Venus,2032-03-09,Gaja Kesari|Raja Yoga|Raja Yoga|Raja Yoga|Raja Yoga,100.0,BUY
MEDPLUS,2021-12-23,Capricorn,Saturn,Cancer,Mercury,Venus,2032-12-10,Dhana Yoga|Raja Yoga|Raja Yoga|Viparita Raja|Kemdrum,53.0,BUY
MEESHO,2025-12-10,Capricorn,Saturn,Leo,Ketu,Venus,2030-09-22,Raja Yoga|Kemdrum,-7.0,EXIT
MEGASTAR,2022-02-16,Pisces,Jupiter,Cancer,Ketu,Venus,2032-08-26,Kemdrum,13.0,CAUTION
MENNPIS,2026-04-20,Gemini,Mercury,Taurus,Moon,Moon,2033-10-12,Raja Yoga|Neecha Bhanga|Kala Sarpa|Parivartana,10.0,CAUTION
MERCANTILE,2026-04-20,Gemini,Mercury,Taurus,Moon,Moon,2033-10-12,Raja Yoga|Neecha Bhanga|Kala Sarpa|Parivartana,10.0,CAUTION
METROBRAND,2021-12-22,Capricorn,Saturn,Cancer,Saturn,Mercury,2032-08-24,Dhana Yoga|Raja Yoga|Raja Yoga|Viparita Raja|Kemdrum,68.0,BUY
METROGLOBL,2026-04-20,Gemini,Mercury,Taurus,Moon,Moon,2033-10-12,Raja Yoga|Neecha Bhanga|Kala Sarpa|Parivartana,10.0,CAUTION
METROPOLIS,2019-04-15,Taurus,Venus,Leo,Venus,Venus,2045-01-06,Kemdrum,-1.0,CAUTION
MFML,2024-08-27,Libra,Venus,Taurus,Moon,Rahu,2027-01-04,Gaja Kesari|Dhana Yoga|Viparita Raja|Neecha Bhanga,46.0,BUY
MFSL,2000-05-17,Gemini,Mercury,Libra,Saturn,Sun,2035-07-20,Gaja Kesari|Raja Yoga|Raja Yoga|Kemdrum|Parivartana,49.0,BUY
MGL,2016-07-01,Leo,Sun,Taurus,Moon,Mercury,2030-04-25,Gaja Kesari|Dhana Yoga|Raja Yoga,73.0,BUY
MHLXMIRU,2022-01-27,Pisces,Jupiter,Scorpio,Saturn,Mercury,2040-02-07,Gaja Kesari|Neecha Bhanga,45.0,BUY
MHRIL,2009-07-16,Leo,Sun,Aries,Venus,Saturn,2031-08-17,Raja Yoga,23.0,HOLD
MIDHANI,2018-04-04,Taurus,Venus,Scorpio,Saturn,Venus,2035-05-28,Raja Yoga|Raja Yoga|Viparita Raja,20.0,HOLD
MIDWESTLTD,2025-10-24,Scorpio,Mars,Scorpio,Saturn,Saturn,2041-03-12,Raja Yoga|Viparita Raja|Parivartana,60.0,BUY
MINDACORP,2014-10-16,Scorpio,Mars,Cancer,Saturn,Moon,2034-04-03,Gaja Kesari|Kemdrum|Parivartana,8.0,CAUTION
MINDTECK,2016-08-02,Virgo,Mercury,Cancer,Saturn,Venus,2029-04-03,Raja Yoga|Raja Yoga|Raja Yoga,64.0,BUY
MIRZAINT,1999-04-28,Gemini,Mercury,Virgo,Rahu,Sun,2029-04-20,Gaja Kesari|Raja Yoga|Neecha Bhanga,50.0,BUY
MITTAL,2020-04-29,Gemini,Mercury,Gemini,Jupiter,Mercury,2030-11-05,Raja Yoga|Viparita Raja,36.0,HOLD
MKPL,2023-06-13,Cancer,Moon,Pisces,Ketu,Venus,2032-12-19,Dhana Yoga|Raja Yoga|Neecha Bhanga,35.0,HOLD
MMFL,2006-12-20,Capricorn,Saturn,Scorpio,Venus,Jupiter,2034-10-20,Gaja Kesari|Raja Yoga|Raja Yoga|Neecha Bhanga,69.0,BUY
MMP,2020-01-09,Aquarius,Saturn,Gemini,Rahu,Jupiter,2039-09-12,Gaja Kesari|Dhana Yoga|Raja Yoga|Raja Yoga|Raja Yoga,96.0,BUY
MMTC,2012-04-09,Taurus,Venus,Libra,Saturn,Venus,2036-01-25,Gaja Kesari|Raja Yoga|Kemdrum|Neecha Bhanga|Neecha Bhanga,29.0,HOLD
MOBIKWIK,2024-12-18,Capricorn,Saturn,Cancer,Saturn,Saturn,2036-08-17,Kemdrum|Neecha Bhanga,-7.0,EXIT
MODIRUBBER,1996-02-07,Pisces,Jupiter,Leo,Rahu,Rahu,2043-11-16,Raja Yoga|Kemdrum,8.0,CAUTION
MODIS,2025-11-14,Sagittarius,Jupiter,Leo,Venus,Venus,2034-08-22,Raja Yoga,56.0,BUY
MODTHREAD,1995-11-22,Sagittarius,Jupiter,Libra,Mercury,Sun,2036-12-15,Raja Yoga|Raja Yoga|Raja Yoga|Raja Yoga|Raja Yoga,88.0,BUY
MOHITIND,2013-03-14,Aries,Mars,Pisces,Venus,Sun,2042-05-31,Raja Yoga|Raja Yoga|Parivartana,86.0,BUY
MOIL,2010-12-15,Capricorn,Saturn,Pisces,Mercury,Saturn,2028-02-01,Gaja Kesari|Raja Yoga|Kemdrum,7.0,CAUTION
MOKSH,2021-05-21,Cancer,Moon,Leo,Sun,Moon,2032-01-11,Gaja Kesari|Dhana Yoga|Kemdrum,50.0,BUY
MOL,2021-08-18,Virgo,Mercury,Sagittarius,Venus,Venus,2046-01-06,Viparita Raja,23.0,HOLD
MOLDTECH,2016-07-07,Leo,Sun,Cancer,Ketu,Saturn,2028-07-07,Dhana Yoga|Raja Yoga,48.0,BUY
MOLDTKPAC,2015-02-23,Aries,Mars,Aries,Venus,Rahu,2037-10-14,Gaja Kesari|Raja Yoga,18.0,HOLD
MONARCH,2022-01-06,Aquarius,Saturn,Aquarius,Rahu,Jupiter,2037-10-18,Gaja Kesari|Dhana Yoga|Raja Yoga|Raja Yoga|Viparita Raja,78.0,BUY
MONEYBOXX,2025-10-15,Scorpio,Mars,Cancer,Saturn,Saturn,2027-05-07,Viparita Raja|Parivartana,34.0,HOLD
MONTECARLO,2014-12-19,Capricorn,Saturn,Libra,Saturn,Mercury,2042-07-09,Gaja Kesari|Dhana Yoga|Raja Yoga|Viparita Raja|Parivartana,100.0,BUY
MOREPENLAB,1999-11-24,Sagittarius,Jupiter,Taurus,Rahu,Mars,2027-02-23,Parivartana|Parivartana,-15.0,EXIT
MOSCHIP,2025-02-05,Pisces,Jupiter,Aries,Venus,Venus,2034-05-13,Parivartana,15.0,HOLD
MOTHERSON,1996-08-14,Virgo,Mercury,Cancer,Venus,Mercury,2028-02-18,,8.0,CAUTION
MOTILALOFS,2007-09-11,Libra,Venus,Leo,Moon,Jupiter,2033-05-15,Gaja Kesari|Raja Yoga,63.0,BUY
MOTISONS,2023-12-26,Capricorn,Saturn,Gemini,Mars,Saturn,2027-06-21,Dhana Yoga|Raja Yoga|Viparita Raja|Kemdrum,67.0,BUY
MPHASIS,2004-06-04,Cancer,Moon,Sagittarius,Venus,Mercury,2029-02-17,Dhana Yoga|Raja Yoga|Kemdrum,53.0,BUY
MPSLTD,2002-01-21,Aquarius,Saturn,Aries,Venus,Mercury,2028-07-25,Dhana Yoga|Raja Yoga|Raja Yoga|Raja Yoga|Parivartana,64.0,BUY
MRF,1996-09-18,Libra,Venus,Scorpio,Mercury,Rahu,2033-04-16,Raja Yoga|Neecha Bhanga|Neecha Bhanga|Parivartana,29.0,HOLD
